X,Y,İşl__kurum,il,ilçe,İst__Adı,No,P25_No,CKS_Boylam,CKS_Enlem,x_utm_ed50,y_utm_ed50,Rasat_tipi,Kot,Açılış_Tar,Kapanış_Ta,İst__Durum,Ocak_Ort_,Şubat_Ort_,Mart_Ort_,Nisan_Ort_,Mayıs_Ort_,Haziran_Or,Temmuz_Ort,Ağustos_Or,Eylül_Ort_,Ekim_Ort_,Kasım_Ort_,Aralık_Ort,Yıllık_Top,Ocak_Ort1,Şubat_Ort1,Mart_Ort1,Nisan_Ort1,Mayıs_Ort1,Haziran__1,Temmuz_O_1,Ağustos__1,Eylül_Ort1,Ekim_Ort1,Kasım_Ort1,Aralık_O_1,Yıllık_Ort,Ocak_PET__,Şubat_PET,Mart_PET__,Nisan_PET,Mayıs_PET,Haziran_PE,Temmuz_PET,Ağustos_PE,Eylül_PET,Ekim_PET__,Kasım_PET,Aralık_PET,Yıllık_T_1,Ocak_Gerçe,Şubat_Gerç,Mart_Gerçe,Nisan_Gerç,Mayıs_Gerç,Haziran_Ge,Temmuz_Ger,Ağustos_Ge,Eylül_Gerç,Ekim_Gerçe,Kasım_Gerç,Aralık_Ger,Yıllık_T_2,icon_url
28.6499245848321,39.0500651659488,MGM,Manisa,Demirci,Demirci,"17746",,39.050000,28.650000,642822.020929,4323807.049950,Büyük Klima,855.000000,1929.000000,0.000000,Açık,94.719565,83.015217,74.697826,66.104348,48.958696,18.667391,11.800000,8.791304,19.428261,42.200000,81.384783,108.386957,658.154348,3.411111,3.550000,6.477778,11.366667,16.650000,21.250000,24.077778,24.077778,19.661111,15.277778,9.388889,5.383333,13.381019,6.061492,6.343129,18.431110,44.499395,85.261012,121.967891,148.261065,138.847664,91.504254,58.820938,25.598773,11.252005,756.848726,6.061492,6.343129,18.431110,44.499395,85.261012,82.365075,11.800000,8.791304,19.428261,42.200000,25.598773,11.252005,362.031556,./0.png
28.366590879943,38.6167323016861,DSİ,Manisa,Salihli,Demirköprü Barajı,05-003,K20c4,38.616667,28.366667,619022.401769,4275310.993300,,290.000000,1961.000000,0.000000,Açık,69.480000,64.757143,51.611429,42.997143,36.685714,18.680000,6.591429,4.371429,9.811429,33.154286,54.174286,81.271429,473.585714,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
28.7499239463779,38.183399124948,DSİ,Manisa,Alaşehir,Dindarlı,05-006,L21d2,38.183333,28.750000,653309.801600,4227789.626600,,685.000000,1962.000000,0.000000,Açık,61.365217,60.580435,49.065217,45.673913,35.021739,16.706522,8.891304,6.073913,10.443478,36.436957,54.354348,74.310870,458.923913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
28.2832573843902,38.4167324941488,DSİ,Manisa,Salihli,Doğanlar,05-014,L20a2,38.416667,28.283333,612076.765769,4253012.491920,,650.000000,1970.000000,0.000000,Açık,97.837500,96.150000,74.312500,52.245000,32.060000,18.402500,8.207500,8.700000,15.605000,41.405000,81.587500,107.282500,633.795000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
28.9665908041465,38.4000655248827,MGM,Uşak,Eşme,Eşme,17827 (5800),,38.400000,28.966667,671776.001018,4252214.535280,,810.000000,1931.000000,0.000000,Açık,73.928571,56.435714,52.317857,39.239286,33.682143,19.367857,13.235714,10.814286,14.182143,34.792857,53.321429,72.903571,474.221429,2.616667,3.350000,6.600000,12.366667,15.950000,21.633333,25.033333,25.316667,21.200000,15.666667,8.383333,4.133333,13.520833,3.840078,5.452859,18.082873,48.521865,78.810817,124.251968,155.168748,147.656130,101.163048,59.914404,20.946442,7.333514,771.142746,3.840078,5.452859,18.082873,48.521865,78.810817,64.956604,13.235714,10.814286,14.182143,34.792857,20.946442,7.333514,320.970052,./0.png
28.8832574095579,38.3333989481767,DSİ,Uşak,Eşme,Eşmetaşköyü,05-001,J21b4,38.333333,28.883333,664649.472433,4244664.367950,,930.000000,1962.000000,0.000000,Açık,55.316667,56.226190,54.790476,51.542857,38.890476,17.650000,12.042857,6.190476,12.533333,35.807143,57.088095,70.480952,468.559524,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
29.0832576494,38.6167319692767,DSİ,Uşak,Eşme,Fakılı,05-012,K22d4,38.616667,29.083333,681420.072685,4276483.755910,,715.000000,1962.000000,0.000000,Açık,53.542222,49.800000,47.355556,43.402222,35.344444,20.362222,14.680000,9.044444,15.300000,35.226667,54.764444,61.897778,440.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
26.7499239877967,38.6667330112835,MGM,İzmir,Foça,Foça,"5434",,38.666667,26.750000,478291.899687,4280003.352700,,10.000000,1957.000000,1994.000000,Kapalı,110.290625,77.431250,64.334375,37.365625,20.484375,5.484375,1.953125,0.906250,9.359375,31.559375,67.196875,125.931250,552.296875,9.000000,8.416667,10.758333,14.758333,18.850000,23.325000,25.266667,24.783333,22.233333,18.058333,13.241667,10.866667,16.629861,17.516594,15.407622,28.943598,54.028910,91.599350,133.713193,156.124413,141.385583,103.183392,66.355467,33.864210,23.447199,865.569531,17.516594,15.407622,28.943598,54.028910,91.599350,17.706115,1.953125,0.906250,9.359375,31.559375,33.864210,23.447199,326.291723,./0.png
29.4165913582,39.0500648067175,MGM,Kütahya,Gediz,Gediz,"17750",,39.050000,29.416667,709171.494083,4325291.057880,Büyük Klima,736.000000,1934.000000,0.000000,Açık,83.331373,68.776471,66.039216,59.194118,44.913725,25.221569,15.531373,9.425490,19.411765,42.825490,66.182353,100.268627,601.121569,2.189474,3.128947,6.400000,11.026316,16.044737,20.581579,24.028947,23.576316,19.013158,13.173684,7.223684,3.797368,12.515351,3.831301,6.161353,20.048387,45.369559,83.851987,118.718946,149.002306,135.969361,89.368300,50.015345,19.285400,7.832229,729.454473,3.831301,6.161353,20.048387,45.369559,83.851987,86.283307,15.531373,9.425490,19.411765,42.825490,19.285400,7.832229,359.857639,./0.png
27.9165908864099,38.7167324331685,MGM,Manisa,Gölmarmara,Gölmarmara,"5273",,38.716667,27.916667,579733.810773,4285920.618530,Küçük Klima,150.000000,1938.000000,1992.000000,Kapalı,91.390909,78.518182,59.106061,42.345455,34.015152,14.681818,3.966667,4.384848,10.324242,34.209091,63.878788,109.987879,546.809091,6.487500,7.112500,10.025000,15.475000,20.100000,24.975000,27.150000,26.700000,22.950000,16.437500,11.062500,6.787500,16.271875,9.909050,11.490333,25.587045,58.650914,102.395068,150.571634,176.902495,160.926333,109.022436,56.334962,24.763480,10.340845,896.894593,9.909050,11.490333,25.587045,58.650914,102.395068,29.996443,3.966667,4.384848,10.324242,34.209091,24.763480,10.340845,326.018025,./0.png
28.2999244434333,38.9333987539051,MGM,Manisa,Gördes,Gördes,"4930",,38.933333,28.300000,612718.820316,4310368.358570,Küçük Klima,550.000000,1955.000000,1997.000000,Kapalı,103.821951,84.746341,69.821951,55.709756,44.346341,18.619512,8.697561,4.573171,13.678049,33.039024,74.370732,126.985366,638.409756,3.580000,3.786667,6.726667,11.173333,15.746667,20.606667,22.486667,22.886667,19.746667,14.853333,8.573333,5.300000,12.955556,7.194433,7.684012,20.868270,45.389815,80.862785,118.285192,135.629064,130.155143,93.523492,58.212035,23.807913,11.945296,733.557450,7.194433,7.684012,20.868270,45.389815,80.862785,82.103069,8.697561,4.573171,13.678049,33.039024,23.807913,11.945296,339.843398,./0.png
29.349924529222,38.850064995715,DSİ,Kütahya,Gediz,Göynükören,05-004,,38.850000,29.350000,703974.359159,4302941.658370,,1020.000000,1966.000000,0.000000,Açık,62.816667,54.202381,49.428571,53.840476,38.811905,17.790476,9.207143,8.466667,18.204762,34.488095,57.604762,69.916667,474.778571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
29.0665906326591,38.1500656717504,MGM,Denizli,Güney,Güney,"17824",,38.150000,29.066667,681129.262055,4224661.801450,Günlük Klima,825.000000,1938.000000,0.000000,Açık,84.495522,68.410448,61.080597,47.417910,39.562687,22.038806,12.159701,7.689552,13.704478,34.698507,58.476119,90.435821,540.170149,3.485366,4.182927,7.309756,11.887805,16.956098,21.558537,24.531707,24.168293,20.341463,15.087805,9.619512,5.253659,13.698577,5.885365,7.596866,21.091867,45.907049,86.334864,123.707242,150.671106,137.979968,95.292349,56.796873,25.712669,10.479699,767.455918,5.885365,7.596866,21.091867,45.907049,86.334864,75.266628,12.159701,7.689552,13.704478,34.698507,25.712669,10.479699,346.527246,./0.png
29.1665910193004,38.6500652378733,MGM,Uşak,Güre,Güre,"5458",,38.650000,29.166667,688588.604923,4280351.194780,Küçük Klima,650.000000,1964.000000,1995.000000,Kapalı,61.303333,51.900000,44.476667,46.420000,39.106667,25.713333,11.163333,8.926667,11.623333,34.986667,52.030000,64.576667,452.226667,0.900000,2.583333,7.016667,11.966667,15.233333,20.250000,24.116667,24.300000,18.783333,13.983333,7.200000,3.333333,12.472222,1.117875,4.681631,22.555264,50.494091,77.870961,115.931877,149.653120,141.612470,87.719729,54.052781,19.055949,6.479365,731.225112,1.117875,4.681631,22.555264,50.494091,77.870961,82.874948,11.163333,8.926667,11.623333,34.986667,19.055949,6.479365,331.830083,./0.png
27.1165908184697,38.8000660736268,DSİ,İzmir,Aliağa,Güzelhisar Barajı,04-018,K18a4,38.800000,27.116667,510172.028228,4294775.681920,,65.000000,1983.000000,0.000000,Açık,75.695000,80.845000,66.355000,50.840000,25.925000,12.545000,2.845000,3.650000,13.290000,32.950000,104.675000,116.210000,585.825000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.6332575205206,38.7333992184631,DSİ,Manisa,Saruhanlı,Hacırahmanlı,05-002,K19a4,38.733333,27.633333,555088.492289,4287561.704040,,45.000000,1961.000000,1997.000000,Kapalı,69.881818,63.857576,57.154545,48.415152,25.009091,14.554545,6.833333,5.357576,11.200000,30.642424,60.090909,90.260606,483.257576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
28.4499245425748,39.0333986058833,DSİ,Manisa,Gördes,Hanya (Güneşli),05-010,J20c3,39.033333,28.450000,625543.927436,4321662.354400,,640.000000,1961.000000,0.000000,Açık,97.254054,77.440541,65.251351,57.454054,45.859459,17.859459,7.040541,5.316216,16.002703,29.848649,76.245946,115.489189,611.062162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
28.6165910428021,38.7833987230775,DSİ,Manisa,Demirci,İcikler,05-018,K21a4,38.783333,28.616667,640462.075260,4294160.677900,,710.000000,1961.000000,0.000000,Açık,78.506122,74.281633,65.079592,54.116327,39.361224,18.906122,9.920408,7.514286,17.436735,39.575510,67.036735,95.379592,567.114286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.0832571798195,38.4000663926364,MGM,İzmir,Merkez,İzmir (Güzelyalı),"17220",,38.400000,27.083333,507317.722848,4250386.848060,"S,GK,R",29.000000,1926.000000,0.000000,Açık,128.275610,101.297561,76.063415,46.445122,31.484146,7.712195,2.395122,2.274390,16.856098,44.335366,92.508537,142.306098,691.953659,8.632500,9.252500,11.426250,15.650000,20.446250,25.210000,27.848750,27.426250,23.452500,18.706250,13.971250,10.440000,17.705208,13.660942,15.396546,28.161011,54.586025,101.298417,151.875354,184.885182,168.111140,111.077653,66.799092,33.618938,19.124884,948.595184,13.660942,15.396546,28.161011,54.586025,101.298417,29.757022,2.395122,2.274390,16.856098,44.335366,33.618938,19.124884,361.464760,./0.png
27.2165911026575,39.150065758525,DSİ,İzmir,Bergama,Kaleardı (Caber),04-005,J18d2,39.150000,27.216667,518763.261212,4333631.505000,,185.000000,1962.000000,1993.000000,Kapalı,139.528571,105.560714,78.428571,65.750000,40.585714,23.903571,6.903571,6.021429,18.835714,43.210714,117.332143,165.467857,811.528571,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
29.5332574848452,38.3167319944163,MGM,Uşak,,Karahallı,"5984",,38.316667,29.533333,721519.458191,4244173.573130,Küçük Klima,990.000000,1963.000000,1992.000000,Kapalı,60.178261,55.904348,49.073913,46.356522,47.834783,18.052174,7.491304,6.056522,15.547826,30.630435,44.886957,74.078261,456.091304,2.275000,2.800000,7.925000,12.425000,15.000000,20.500000,24.150000,24.175000,19.200000,13.375000,7.800000,3.375000,12.750000,3.832834,5.049613,26.153586,52.063881,75.564791,117.409511,148.504418,139.199439,89.931820,50.318243,20.864676,6.462297,735.355109,3.832834,5.049613,26.153586,52.063881,75.564791,84.614806,7.491304,6.056522,15.547826,30.630435,20.864676,6.462297,334.332571,./0.png
27.1832576868355,39.0500658511058,DSİ,İzmir,Bergama,Karahıdırlı,04-011,J18d3,39.050000,27.183333,515905.332021,4322527.783280,,130.000000,1967.000000,0.000000,Açık,86.612821,75.679487,64.202564,51.476923,28.782051,10.787179,6.743590,4.258974,13.333333,40.189744,86.628205,108.430769,577.125641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
28.0499243162825,38.8167322941889,DSİ,Manisa,Akhisar,Kavakalan,05-011,J20c3,38.816667,28.050000,591198.391427,4297142.189940,,460.000000,1962.000000,0.000000,Açık,99.148780,86.541463,70.285366,58.436585,40.080488,11.441463,5.929268,4.185366,14.570732,35.665854,73.831707,112.604878,612.721951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.416590593674,38.4333995474354,MGM,İzmir,Kemalpaşa,Kemalpaşa,"5785",,38.433333,27.416667,536407.370320,4254164.407400,Küçük Klima,200.000000,1938.000000,1997.000000,Kapalı,196.442105,152.222807,114.687719,75.271930,42.935088,21.254386,10.638596,6.477193,23.301754,60.235088,128.608772,239.747368,1071.822807,7.000000,7.580000,9.980000,14.660000,19.500000,24.386667,26.673333,26.700000,22.593333,16.680000,11.326667,7.926667,16.250556,11.523309,13.063227,25.739603,53.349468,97.564294,144.634818,170.169352,159.553197,106.336916,58.167370,26.111649,13.942434,880.155637,11.523309,13.063227,25.739603,53.349468,97.564294,66.625180,10.638596,6.477193,23.301754,58.167370,26.111649,13.942434,406.504077,./0.png
28.3832576877013,38.800065485371,DSİ,Manisa,Gördes,Kıranşıh,05-016,K20b4,38.800000,28.383333,620166.237614,4295677.839830,,670.000000,1961.000000,0.000000,Açık,83.521277,76.131915,67.242553,54.451064,39.374468,19.402128,7.931915,4.882979,15.517021,39.255319,72.504255,102.282979,582.497872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.333257917943,39.3167322416764,DSİ,İzmir,Bergama,Kırcalar,04-014,J18b4,39.316667,27.333333,528776.318502,4352158.137260,,310.000000,1975.000000,0.000000,Açık,113.074074,90.662963,76.692593,66.622222,37.470370,14.937037,6.148148,4.614815,22.966667,53.033333,140.848148,172.988889,800.059259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.1165911628088,39.2500657281188,DSİ,İzmir,Bergama,Kozak,04-008,J18d1,39.250000,27.116667,510108.072146,4344713.209160,,500.000000,1962.000000,0.000000,Kapalı,165.566667,126.558333,98.555556,71.572222,44.713889,17.047222,9.741667,7.547222,25.252778,50.500000,124.308333,197.122222,938.486111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
28.3999243189307,38.7500655163645,MGM,Manisa,Köprübaşı,Köprübaşı,17795 (5278),,38.750000,28.400000,621698.509790,4290151.136110,Küçük Klima,250.000000,1967.000000,0.000000,Açık,59.585000,55.655000,48.640000,35.762500,29.095000,15.142500,10.312500,5.450000,9.612500,30.587500,57.202500,76.967500,434.012500,4.805882,6.229412,9.376471,14.441176,18.905882,24.529412,27.594118,27.670588,22.917647,17.594118,10.876471,6.935294,15.989706,6.082634,9.388868,23.249450,52.635351,92.671627,146.163877,181.831391,171.098454,109.073290,63.919955,24.469632,11.022331,891.606860,6.082634,9.388868,23.249450,52.635351,92.671627,34.693022,10.312500,5.450000,9.612500,30.587500,24.469632,11.022331,310.175415,./0.png
28.6499242048072,38.5500655553099,MGM,Manisa,Kula,Kula,"5624",,38.550000,28.650000,643823.532821,4268318.080770,Küçük Klima,675.000000,1929.000000,1991.000000,Kapalı,92.417857,81.330357,63.987500,45.623214,50.278571,24.464286,13.369643,5.305357,13.721429,42.455357,63.358929,94.083929,590.396429,3.950000,5.575000,7.850000,14.400000,16.775000,22.025000,26.075000,26.525000,21.950000,13.625000,7.850000,4.750000,14.279167,6.177954,10.358939,21.474042,58.706543,82.223371,125.878763,165.722379,159.328842,105.024631,46.641316,17.512811,7.909239,806.958833,6.177954,10.358939,21.474042,58.706543,82.223371,79.436157,13.369643,5.305357,13.721429,42.455357,17.512811,7.909239,358.650843,./0.png
27.2499244930705,39.2167323581139,DSİ,İzmir,Bergama,Mahmudiye (Çamtepe),04-007,J18d2,39.216667,27.250000,521623.185577,4341037.271150,,350.000000,1962.000000,0.000000,Açık,131.223810,116.669048,77.442857,69.119048,41.792857,23.173810,7.614286,5.811905,20.611905,49.411905,123.188095,168.630952,834.690476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.2999242080191,38.8333992964401,DSİ,Manisa,Merkez,Maldan,04-012,K18b4,38.833333,27.300000,526079.765263,4298510.885350,,450.000000,1969.000000,0.000000,Açık,81.502500,69.490000,60.322500,50.835000,29.502500,7.602500,1.377500,4.340000,11.835000,36.407500,77.152500,95.147500,525.515000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.4332574000404,38.6167327336263,MGM,Manisa,Merkez,Manisa,"17186",,38.616667,27.433333,537766.218326,4274514.411890,Sinoptik,71.000000,1929.000000,0.000000,Açık,121.243210,107.530864,78.965432,55.909877,38.524691,14.896296,6.133333,4.180247,16.991358,49.561728,91.670370,140.441975,726.049383,6.626711,7.848889,10.483596,15.137967,20.293745,25.270000,27.956137,27.512234,23.199194,17.782651,12.163293,8.283950,16.879864,9.315083,12.504569,25.887688,54.238661,102.150265,153.145739,186.828460,169.971321,110.033020,62.776697,27.626542,13.458610,927.936655,9.315083,12.504569,25.887688,54.238661,102.150265,51.270722,6.133333,4.180247,16.991358,49.561728,27.626542,13.458610,373.318807,./0.png
28.0832574785954,38.5833991252572,DSİ,Manisa,Salihli,Marmara Gölü Regülatörü,05-023,K20d4,38.583333,28.083333,594398.456376,4271282.862400,,75.000000,1961.000000,0.000000,Açık,63.883784,54.010811,49.467568,37.308108,32.564865,13.102703,7.567568,3.089189,13.013514,33.948649,50.245946,76.937838,435.140541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.066590659378,38.6000662489394,MGM,İzmir,Menemen,Menemen Topraksu,17789 (9020),,38.600000,27.066667,505846.364747,4272578.121570,Özel(B.Klima),10.000000,1929.000000,0.000000,Açık,86.984375,72.834375,61.493750,39.993750,25.568750,6.750000,2.059375,2.943750,9.100000,33.434375,71.759375,113.525000,526.446875,7.770000,8.653333,10.973333,15.126667,19.893333,24.293333,26.756667,25.950000,22.320000,17.520000,12.700000,9.560000,16.793056,12.982080,15.529257,29.019016,55.263837,99.549523,143.048466,172.517400,153.025091,103.236311,62.021172,30.668863,18.090244,894.951260,12.982080,15.529257,29.019016,55.263837,99.549523,17.499140,2.059375,2.943750,9.100000,33.434375,30.668863,18.090244,326.139461,./0.png
27.333257421048,38.6667327416905,MGM,Manisa,Merkez,Muradiye,"5440",,38.666667,27.333333,529040.267206,4280026.339500,Yağış,25.000000,1964.000000,1987.000000,Kapalı,122.073684,85.226316,75.436842,48.715789,28.568421,11.605263,5.263158,5.710526,14.063158,48.136842,80.310526,132.763158,657.873684,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
27.9665905334718,38.2333994465924,MGM,İzmir,Ödemiş,Ödemiş,"17822",,38.233333,27.966667,584643.746677,4232332.032220,GK,111.000000,1929.000000,0.000000,Açık,97.022951,88.793443,70.509836,51.260656,30.993443,13.247541,5.460656,2.711475,14.767213,37.318033,78.129508,118.688525,608.903279,7.119298,8.014035,10.598246,14.763158,20.038596,24.968421,27.680702,27.001754,22.500000,16.922807,12.019298,8.692982,16.693275,11.060503,13.490553,27.186905,52.335317,100.733944,150.140251,181.801669,162.817810,104.651455,58.220230,27.729367,15.403155,905.571161,11.060503,13.490553,27.186905,52.335317,100.733944,42.432378,5.460656,2.711475,14.767213,37.318033,27.729367,15.403155,350.629501,./0.png
28.4332572707415,38.2333992322422,DSİ,İzmir,Kiraz,Ören,05-020,L20c2,38.233333,28.433333,625488.077636,4232861.472050,,940.000000,1961.000000,0.000000,Açık,92.352174,97.415217,84.843478,68.480435,51.013043,21.219565,12.421739,5.747826,17.176087,47.313696,103.408696,131.015217,732.407174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,./0.png
