X,Y,OBJECTID,Nokta,Aciklama,AGÄ°_NO,IstasyonAd,X,Y,Kot,PaftaNo,YagisAlani,Birim,OrtAkim_10,OrtAkim_11,OrtAkim_12,OrtAkim_1,OrtAkim_2,OrtAkim_3,OrtAkim_4,OrtAkim_5,OrtAkim_6,OrtAkim_7,OrtAkim_8,OrtAkim_9,YilOrtAkim,TopAkim_10,TopAkim_11,TopAkim_12,TopAkim_1,TopAkim_2,TopAkim_3,TopAkim_4,TopAkim_5,TopAkim_6,TopAkim_7,TopAkim_8,TopAkim_9,YilTopAkim,icon_url
27.333554250372,38.6819610334931,"11",POI066,,05-025,GEDÄ°Z NEHRÄ° - MURADÄ°YE KÃ–P.,529059.94299999997,4281716.25700000022,17.61735620340,K18C1,15848.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",21.06346673390,24.39305000000,44.97418346770,68.78688911290,79.45286049110,68.28095463710,49.77989479170,26.09166532260,18.25001041670,22.39250100810,24.36394052420,21.77967500000,39.13409095880,56.40458130000,63.21386560000,120.47468100000,184.16860180000,193.44084010000,182.83334490000,129.09241230000,69.85132640000,47.30463325000,59.99421570000,65.22999030000,56.47744860000,1228.49234750000,./0.png
27.3994444486581,38.769444451336,"12",,,05-026,SARMA Ã‡AYI - SARMA,534748.66955800005,4291446.96117999963,117.00000000000,K18C2,52.30000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.05302583268,0.19560185185,0.66789965615,0.74565812862,0.92595686707,0.51569739488,0.27458785005,0.09349411370,0.03393179765,0.01026277064,0.00858721625,0.01661773562,0.29511010126,0.14202439024,0.50700000000,1.78890243902,1.99717073171,2.25748780488,1.38124390244,0.71173170732,0.25041463415,0.08795121951,0.02748780488,0.02300000000,0.04307317073,9.22024390244,./0.png
28.1975000030124,38.7722222292566,"13",,,05-028,GÃ–RDES Ã‡AYI - HACIHIDIR KÃ–PRÃœSÃœ,604075.44274800003,4292360.30095000006,305.00000000000,K20A3,808.20000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.23712332404,0.82911093964,6.21125381654,9.85725308642,7.50610695534,6.39581673968,4.20216049383,2.63610945175,0.60973936900,0.16498241073,0.06305588743,0.06727966392,3.23166601153,0.63511111111,2.14905555556,16.63622222220,26.40166666670,18.39666666670,17.13055555560,10.89200000000,7.06055555556,1.58044444444,0.44188888889,0.16888888889,0.17438888889,101.67777777800,./0.png
28.1906084688503,38.5101894591203,"14",POI020,,05-031,ALAÅEHÄ°R Ã‡AYI - TAYTAN,603854.12600000005,4263274.61799999978,90.12591608520,K20D3,2513.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.74021863799,2.01215925926,6.71101971326,6.20038172043,7.90522222222,5.93239605735,6.07976666667,1.93873835125,0.89987222222,0.64533333333,0.77162544803,0.70855370370,3.37877394464,1.98127520000,5.21070435556,17.96877457780,16.61310755560,19.42366186670,15.88812711110,15.74495653330,5.18894862222,2.33322080000,1.72771804444,2.06573466667,1.83585697778,105.96347520000,./0.png
27.8395500402134,38.5600139283435,"15",POI039,,05-033,GEDÄ°Z N. - URGANLI KÃ–P.,573195.09900000005,4268465.73099999968,52.07472728350,K19,9587.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",9.54365437788,10.69361904760,14.46582488480,30.50440553000,47.49558418370,37.84417281110,23.91917619050,12.29043548390,10.35245238100,19.64796313360,20.32023732720,8.00335238095,20.42340647770,25.54244662860,27.71072342860,38.73806537140,81.71994834290,115.79767840000,101.33908388600,61.98055040000,32.93084388570,26.84386742860,52.60482788570,54.42538308570,20.74124822860,640.42023840000,./0.png
28.0490448588118,38.7626001759527,"16",POI060,GÃ¶rdes BarajÄ± MansabÄ± yerine GÃ–RDES Ã‡AYI - MADEN Ã‡EÅMESÄ° kullanÄ±lmÄ±ÅŸ,05-034,GÃ–RDES Ã‡AYI - MADEN Ã‡EÅMESÄ°,591190.94999999995,4291134.16999999993,179.29602255400,K19B3,1444.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.09856250000,0.68899583333,4.80104233871,8.45836491935,9.63640848214,8.75948991935,7.45842083333,2.71475403226,0.57029166667,0.08672177419,0.03233064516,0.01530000000,3.61005691204,0.26297520000,1.78434020000,12.87814670000,22.67964480000,23.62133290000,23.47553080000,19.34483980000,7.27584060000,1.47808450000,0.23204410000,0.08675560000,0.03987360000,113.16528380000,./0.png
28.3666666706685,39.0547222290585,"17",,,05-035,Ä°NDERESÄ° - GÃœNEÅLÄ°,618301.80345600005,4323917.25595000014,598.00000000000,J20C3,88.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.06746277916,0.28273385565,0.74780580829,0.86145000459,1.59422892720,1.57036922158,1.04178537512,0.46049306130,0.13764245014,0.04256272401,0.01387165702,0.01819207028,0.56988316120,0.18069230769,0.73284615385,2.00292307692,2.30730769231,3.90369230769,4.20607692308,2.70030769231,1.23338461538,0.35676923077,0.11400000000,0.03715384615,0.04715384615,17.82230769230,./0.png
28.540277781358,38.1827777841555,"18",,,05-036,DERBENT Ã‡AYI - ULUDERE,634948.57349600003,4227394.65883999970,420.00000000000,L21D1,119.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.15965688471,0.43364197531,1.41731070789,2.59697954002,2.49558488985,2.66964419056,2.35117669753,1.43205831840,0.37654320988,0.18205831840,0.10552008662,0.10628858025,1.19387194995,0.42762500000,1.12400000000,3.79612500000,6.95575000000,6.05475000000,7.15037500000,6.09425000000,3.83562500000,0.97600000000,0.48762500000,0.28262500000,0.27550000000,37.46025000000,./0.png
27.5749500364172,38.5786877067554,"19",POI049,NifÃ‡. AÅŸaÄŸÄ±Ã‡obanisa yerine NÄ°F Ã‡AYI - HACIHALLÄ°LER kullanÄ±lmÄ±ÅŸ,05-038,NÄ°F Ã‡AYI - HACIHALLÄ°LER,550128.17200000002,4270360.46700000018,33.46755005980,K19D4,854.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.42627310019,0.72975840207,2.77329818817,4.36990000000,5.18988700924,7.46578648411,5.85104283515,2.43917600902,1.29419781150,0.99443699274,0.96776488783,0.48165976850,2.74859845738,0.97144335515,1.60731529782,6.31254511472,9.92424636800,10.79451564130,16.99127849190,12.89228630290,5.54854013426,2.84754583274,2.26185883614,2.20076102756,1.05943293200,73.54656933440,./0.png
27.9420447232507,38.4925313808271,"20",POI037,Gencer Deresi yerine AHMETLÄ° Ã‡.- DEREKÃ–Y kullanÄ±lmÄ±ÅŸ,05-039,AHMETLÄ° Ã‡.- DEREKÃ–Y,582202.00000000000,4261064.00000000000,125.00000000000,L19B2,95.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.15850193548,0.37422800000,0.80462967742,1.12616387097,1.94727857143,1.61068387097,1.02214800000,0.51048774194,0.23630133333,0.07784129032,0.04713677419,0.08333866667,0.66656164439,0.42457740800,0.96979129600,2.15470336000,3.01643481600,4.73568243200,4.31286124800,2.64884825600,1.36725209600,0.61249209600,0.20853132800,0.12616876800,0.21604902400,20.78675212800,./0.png
29.6000000026933,38.8666666728675,"21",,,05-040,COMBURT DERESÄ° - KÃœÃ‡ÃœKLER,725626.46974800003,4305372.83731999993,1230.00000000000,K23A4,41.40000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.06939110770,0.14963624339,0.27409754224,0.24188214712,0.27140022676,0.42088026967,0.48743386243,0.39191841611,0.15024250441,0.06064388121,0.04005589691,0.04883156966,0.21720113897,0.18585714286,0.38785714286,0.73414285714,0.64785714286,0.65757142857,1.12728571429,1.26342857143,1.04971428571,0.38942857143,0.16242857143,0.10728571429,0.12657142857,6.83942857143,./0.png
29.4158333364513,38.9694444511934,"22",,,05-041,MURAT Ã‡AYI - DÃ–RTDEÄÄ°RMEN,709343.52681499999,4316341.04225999955,705.00000000000,K22B2,539.80000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.51844959103,1.14497269706,2.52820283062,2.42710918114,4.03957771953,4.41853919677,7.23112535613,4.45903409613,1.47017450142,0.34966340410,0.15663771712,0.24080009497,2.41535719883,1.38861538462,2.96776923077,6.77153846154,6.50076923077,9.87923076923,11.83461538460,18.74307692310,11.94307692310,3.81069230769,0.93653846154,0.41953846154,0.62415384615,75.81961538460,./0.png
29.4555555584251,38.9686111179354,"23",,,05-042,MURAT Ã‡AYI - GÃœMELE,712787.79703599995,4316340.62315000035,740.00000000000,K22B2,241.30000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.43005008731,0.73023504273,1.14353575039,0.99634684312,1.33284958177,1.71279064424,3.40990028490,2.93869474313,1.05377492877,0.30330966823,0.28986880801,0.20738366572,1.21239500403,1.15184615385,1.89276923077,3.06284615385,2.66861538462,3.25784615385,4.58753846154,8.83846153846,7.87100000000,2.73138461538,0.81238461538,0.77638461539,0.53753846154,38.18861538460,./0.png
28.0052777808512,39.125000006496,"24",,,05-043,CEMAL DERE - KAYGANLI,586944.70964200003,4331308.58509999979,290.00000000000,J20D4,64.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.05895488422,0.14993018813,0.67127851738,0.79260183763,1.41535409662,1.16341668089,0.83427028219,0.29614339762,0.08417842446,0.01735222165,0.00325354156,0.00766093474,0.45786625059,0.15790476190,0.38861904762,1.79795238095,2.12290476190,3.45623809524,3.11609523810,2.16242857143,0.79319047619,0.21819047619,0.04647619048,0.00871428571,0.01985714286,14.28952380950,./0.png
27.9500000033683,39.0333333397233,"25",,,05-044,DEMÄ°RBÃœKEN D. BAÅLAMIÅ,582272.70931800001,4321084.28330999985,205.00000000000,J19C3,148.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.03198426922,0.25261488340,0.61396521970,0.94820290721,1.46362623913,1.61618047259,1.16718106996,0.38393568300,0.09576474623,0.01339937608,0.00070523032,0.01238854595,0.54999572023,0.08566666667,0.65477777778,1.64444444444,2.53966666667,3.57355555556,4.32877777778,3.02533333333,1.02833333333,0.24822222222,0.03588888889,0.00188888889,0.03211111111,17.20555555560,./0.png
27.5333333372823,38.3666666731958,"26",,,05-063,ARMUTLU D.- ARMUTLU,546639.42448199994,4246812.13033000007,198.00000000000,L18B2,43.50000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.02464157706,0.06843171296,0.31035319594,0.61291255974,1.80193865741,1.27683505078,0.39988425926,0.15993690263,0.07065007716,0.03747573178,0.02090800478,0.01798804012,0.40016298080,0.06600000000,0.17737500000,0.83125000000,1.64162500000,4.37925000000,3.41987500000,1.03650000000,0.42837500000,0.18312500000,0.10037500000,0.05600000000,0.04662500000,12.36375000000,./0.png
28.3244151023083,38.3778405289914,"27",POI027,KavaklÄ±dere KÃ¶prÃ¼sÃ¼ yerine KAVAKLIDERE-DEREKÃ–Y kullanÄ±lmÄ±ÅŸ,05-056,KAVAKLIDERE-DEREKÃ–Y,615731.97300000000,4248747.57699999958,260.62576643400,L20B1,98.65000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.24754838710,1.12903333333,1.22335806452,2.07219354839,3.35881428571,3.41177096774,2.86837333333,1.06361935484,0.57479333333,0.19445483871,0.10551612903,0.10123000000,1.36255879800,0.66238112000,2.92524160000,3.27739728000,5.55099488000,8.15445312000,9.13227072000,7.43333568000,2.84896992000,1.48869632000,0.52081584000,0.28243872000,0.26238656000,42.53278176000,./0.png
28.2174827280783,38.4952467819083,"28",POI028,Yenipazar Deresi yerine DEÄÄ°RMENDERE-DOÄANLAR kullanÄ±lmÄ±ÅŸ,05-048,DEÄÄ°RMENDERE-DOÄANLAR,606219.24699999997,4261647.12299999967,99.81213283700,L20A2,41.80000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.06507692308,0.35642564103,0.65381141439,0.83246401985,1.36879395604,1.15081389578,1.12160256410,0.41280645161,0.12900000000,0.01815384615,0.00169230769,0.00930769231,0.50999572600,0.17446153846,0.92407495385,1.75221353846,2.23042153846,3.33677649231,3.08085390769,2.90638646154,1.10578510769,0.33446153846,0.04846153846,0.00446153846,0.02430769231,15.91681969230,./0.png
27.9865238670292,38.7786871698036,"29",POI062,Ã‡aÄŸlayan Dere KÃ¶prÃ¼ yerine KAYACIK D. Ã‡AÄLAYAN kullanÄ±lmÄ±ÅŸ,05-049,KAYACIK D. Ã‡AÄLAYAN,585739.62800000003,4292858.93900000025,143.70322140700,K19B3,350.52000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.12138960508,0.27820589855,0.34247675355,1.61755148819,2.82599874157,2.20561211975,1.41307191845,1.41115376215,0.62065842464,0.15963435898,0.11675006160,0.24458704407,0.94642418138,0.32486271825,0.72095654619,0.91679259386,4.33712373453,6.88316998419,5.91319264440,3.66494755547,3.78131880798,1.60690663667,0.42752352423,0.31304279356,0.63409761823,29.50422087180,./0.png
29.0166666699951,38.7500000068583,"30",,,05-050,AYAN D. Ã‡AMURKÃ–Y,675296.48350500001,4291144.44895999972,740.00000000000,K22A4,59.50000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.04561746497,0.29331509540,0.64638318671,0.80706256109,0.83257529109,0.67621782340,0.28598484848,0.07212582817,0.02016694725,0.12931736722,0.00000000000,0.01143378227,0.31835001634,0.12218181818,0.76027272727,1.73127272727,2.16163636364,2.03736363636,1.81118181818,0.74127272727,0.19318181818,0.05227272727,0.34636363636,0.00000000000,0.02963636364,9.99090909091,./0.png
27.9000000038394,38.9333333396024,"31",,,05-054,DELÄ°CEDERE Ã‡AMÃ–NÃœ,578054.68007899995,4309942.83672999963,172.00000000000,"K19B2, K20A1",38.10000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.01537552949,0.03819444444,0.24855408928,0.22883403932,0.29085627415,0.21576653633,0.12198372615,0.04745030955,0.02048260382,0.00780656023,0.00478576083,0.00080667789,0.10340804596,0.04118181818,0.09900000000,0.66572727273,0.61290909091,0.71027272727,0.57790909091,0.31618181818,0.12709090909,0.05309090909,0.02090909091,0.01281818182,0.00209090909,3.23909090909,./0.png
27.8481963913688,38.4715375823821,"32",POI040,,05-055,GÃœRLEVÄ°K D. AKÃ‡APINAR,574038.95700000005,4258654.83499999996,148.13671890900,L19B1,43.13000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.10666451613,0.74470000000,0.47712903226,0.64845483871,0.94730714286,0.98860967742,0.53991000000,0.19494838710,0.13929000000,0.02371935484,0.01840000000,0.02480000000,0.40449441244,0.28564480000,1.93057760000,1.27783488000,1.73597984000,2.30126944000,2.64940000000,1.39741312000,0.52273120000,0.36010368000,0.06348352000,0.04912112000,0.06406560000,12.64232480000,./0.png
29.2833333370155,38.8166666735234,"33",,,05-064,DÄ°KENDERE SARIBURUN,698287.58666999999,4299088.18884999957,635.00000000000,"K22A3,B4",153.80000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.05573690049,0.15669091711,0.37922427035,0.83424005803,1.69708017307,1.54132531149,1.12075617284,0.35255589691,0.13558201058,0.02026796382,0.01621437105,0.02072310406,0.52753309582,0.14928571429,0.40614285714,1.01571428571,2.23442857143,4.12828571429,4.12828571429,2.90500000000,0.94428571429,0.35142857143,0.05428571429,0.04342857143,0.05371428571,16.43285714290,./0.png
28.8708965690629,38.7432140610579,"34",POI008,,05-066,SELENDÄ° Ã‡. SELENDÄ°,662643.41099999996,4290122.22400000039,427.54116662100,K21,519.40000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.78523118280,0.95980000000,1.87915053763,2.46981182796,4.99879761905,3.80459677419,1.79895000000,0.81753763441,0.27563888889,0.18668817204,0.03518817204,0.06300000000,1.50619923408,2.10489626667,2.48737093333,5.02910560000,6.61301226667,12.10854586670,10.19303813330,4.66736773333,2.19103280000,0.71433200000,0.49986426667,0.09450320000,0.16300000000,46.86856906670,./0.png
28.9500000038264,38.6166666736199,"35",,,05-067,Ä°MREN D. ULUCAK,669817.53536400001,4276221.52605000045,463.00000000000,K21,371.60000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.02333482676,0.16525205761,0.56190262844,0.69960921943,1.89559909612,0.93812226205,0.27057613169,0.16340601354,0.02314814815,0.00161788132,0.00130675030,0.00829475309,0.39601414738,0.06250000000,0.42833333333,1.50500000000,1.87383333333,4.58583333333,2.51266666667,0.70133333333,0.43766666667,0.06000000000,0.00433333333,0.00350000000,0.02150000000,12.19666666670,./0.png
28.133333336977,38.6166666729643,"36",,,05-068,KOCADERE POYRAZDAMLARI,598714.57459400001,4275027.15744000021,125.00000000000,K20,24.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.00350955795,0.01404320988,0.02844982079,0.04032258065,0.11210317460,0.04637096774,0.01682098765,0.01560633214,0.00648148148,0.00082138590,0.00000000000,0.00000000000,0.02371079156,0.00940000000,0.03640000000,0.07620000000,0.10800000000,0.27120000000,0.12420000000,0.04360000000,0.04180000000,0.01680000000,0.00220000000,0.00000000000,0.00000000000,0.72800000000,./0.png
27.928033350783,39.048749997352,"37",POI073,GÃ¼rdÃ¼k Ã‡ayÄ± (Akhisar) yerine GÃœRDÃœKÃ‡AYI GÃ–KÃ‡EAHMET kullanÄ±lmÄ±ÅŸ,05-069,GÃœRDÃœKÃ‡AYI GÃ–KÃ‡EAHMET,580353.94799999997,4322775.53100000042,138.00000000000,J19,490.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.24211290323,0.30961666667,1.82240322581,2.97646774194,6.74811309524,5.79876344086,3.57718888889,1.91445698925,1.00973333333,0.23928494624,0.20350000000,0.18750000000,2.08576176929,0.64827333333,0.80349573333,4.88184586667,7.96543040000,16.49941920000,15.55499200000,9.28231360000,5.12670613333,2.61684613333,0.64057360000,0.54631866667,0.48609333333,65.05314133330,./0.png
27.8193985065741,38.4662467936542,"38",POI041,,05-070,KARACAALÄ°DERE Ã‡IKRIKÃ‡I,571532.00000000000,4258045.00000000000,140.00000000000,L19B1,75.00000000000,"AylÄ±k ort. akÄ±mlar m3/sn; aylÄ±k toplam akÄ±mlar hm3",0.12020430108,1.40653333333,0.74704838710,1.22362903226,3.29341071429,3.60124731183,1.31460555556,1.26106989247,1.24550000000,0.37501612903,0.03935483871,0.07078333333,1.22486690242,0.32193786667,3.64608240000,1.99994640000,3.28049840000,8.00239386667,9.64974613333,3.40625760000,3.37817546667,3.22861466667,1.00439440000,0.10532400000,0.18343573333,38.22114026670,./0.png
